0.020000, 0.757098, 0.498476
0.020000, 0.757007, 0.498426
0.020000, 0.756799, 0.498314
0.020000, 0.756411, 0.498103
0.020000, 0.755844, 0.497796
0.020000, 0.755098, 0.497391
0.020000, 0.754172, 0.496889
0.020000, 0.753066, 0.496288
0.020000, 0.751779, 0.495589
0.020000, 0.750313, 0.494792
0.020000, 0.748665, 0.493896
0.020000, 0.746835, 0.492899
0.020000, 0.744824, 0.491803
0.020000, 0.742631, 0.490607
0.020000, 0.740256, 0.489310
0.020000, 0.737698, 0.487912
0.020000, 0.734959, 0.486412
0.020000, 0.732038, 0.484811
0.020000, 0.728937, 0.483109
0.020000, 0.725655, 0.481304
0.020000, 0.722195, 0.479399
0.020000, 0.718558, 0.477392
0.020000, 0.714746, 0.475285
0.020000, 0.710762, 0.473079
0.020000, 0.706607, 0.470774
0.020000, 0.702287, 0.468372
0.020000, 0.697803, 0.465873
0.020000, 0.693161, 0.463280
0.020000, 0.688364, 0.460595
0.020000, 0.683418, 0.457820
0.020000, 0.678326, 0.454955
0.020000, 0.673096, 0.452005
0.020000, 0.667732, 0.448972
0.020000, 0.662239, 0.445857
0.020000, 0.656625, 0.442664
0.020000, 0.650894, 0.439396
0.020000, 0.645052, 0.436055
0.020000, 0.639106, 0.432643
0.020000, 0.633062, 0.429165
0.020000, 0.626925, 0.425622
0.020000, 0.620701, 0.422018
0.020000, 0.614397, 0.418356
0.020000, 0.608017, 0.414637
0.020000, 0.601567, 0.410864
0.020000, 0.595053, 0.407042
0.020000, 0.588481, 0.403172
0.020000, 0.581854, 0.399256
0.020000, 0.575178, 0.395297
0.020000, 0.568459, 0.391299
0.020000, 0.561700, 0.387262
0.020000, 0.554906, 0.383190
0.020000, 0.548083, 0.379086
0.020000, 0.541233, 0.374950
0.020000, 0.534362, 0.370786
0.020000, 0.527474, 0.366596
0.020000, 0.520572, 0.362382
0.020000, 0.513661, 0.358147
0.020000, 0.506744, 0.353892
0.020000, 0.499825, 0.349620
0.020000, 0.492908, 0.345333
0.020000, 0.485996, 0.341032
0.020000, 0.479093, 0.336721
0.020000, 0.472202, 0.332401
0.020000, 0.465327, 0.328074
0.020000, 0.458470, 0.323743
0.020000, 0.451635, 0.319408
0.020000, 0.444824, 0.315073
0.020000, 0.438042, 0.310739
0.020000, 0.431290, 0.306409
0.020000, 0.424571, 0.302083
0.020000, 0.417888, 0.297764
0.020000, 0.411244, 0.293455
0.020000, 0.404641, 0.289156
0.020000, 0.398082, 0.284869
0.020000, 0.391569, 0.280597
0.020000, 0.385104, 0.276341
0.020000, 0.378689, 0.272103
0.020000, 0.372326, 0.267884
0.020000, 0.366018, 0.263686
0.020000, 0.359766, 0.259510
0.020000, 0.353572, 0.255359
0.020000, 0.347437, 0.251233
0.020000, 0.341364, 0.247134
0.020000, 0.335352, 0.243063
0.020000, 0.329405, 0.239022
0.020000, 0.323523, 0.235011
0.020000, 0.317706, 0.231032
0.020000, 0.311957, 0.227087
0.020000, 0.306276, 0.223175
0.020000, 0.300665, 0.219300
0.020000, 0.295122, 0.215459
0.020000, 0.289651, 0.211656
0.020000, 0.284250, 0.207891
0.020000, 0.278921, 0.204164
0.020000, 0.273664, 0.200477
0.020000, 0.268478, 0.196829
0.020000, 0.263366, 0.193222
0.020000, 0.258326, 0.189656
0.020000, 0.253359, 0.186132
0.020000, 0.248465, 0.182651
0.020000, 0.243643, 0.179211
0.020000, 0.238895, 0.175815
0.020000, 0.234218, 0.172460
0.020000, 0.229615, 0.169151
0.020000, 0.225084, 0.165885
0.020000, 0.220624, 0.162662
0.020000, 0.216236, 0.159483
0.020000, 0.211920, 0.156350
0.020000, 0.207674, 0.153259
0.020000, 0.203499, 0.150214
0.020000, 0.199394, 0.147212
0.020000, 0.195358, 0.144255
0.020000, 0.191391, 0.141341
0.020000, 0.187492, 0.138472
0.020000, 0.183662, 0.135647
0.020000, 0.179898, 0.132866
0.020000, 0.176201, 0.130128
0.020000, 0.172570, 0.127434
0.020000, 0.169004, 0.124784
0.020000, 0.165503, 0.122176
0.020000, 0.162066, 0.119612
0.020000, 0.158692, 0.117090
0.020000, 0.155380, 0.114609
0.020000, 0.152131, 0.112172
0.020000, 0.148942, 0.109776
0.020000, 0.145814, 0.107422
0.020000, 0.142746, 0.105109
0.020000, 0.139737, 0.102837
0.020000, 0.136785, 0.100605
0.020000, 0.133892, 0.098413
0.020000, 0.131055, 0.096262
0.020000, 0.128274, 0.094149
0.020000, 0.125548, 0.092075
0.020000, 0.122877, 0.090041
0.020000, 0.120259, 0.088044
0.020000, 0.117695, 0.086085
0.020000, 0.115183, 0.084164
0.020000, 0.112722, 0.082280
0.020000, 0.110313, 0.080433
0.020000, 0.107953, 0.078621
0.020000, 0.105643, 0.076846
0.020000, 0.103381, 0.075105
0.020000, 0.101168, 0.073400
0.020000, 0.099001, 0.071730
0.020000, 0.096881, 0.070093
0.020000, 0.094807, 0.068490
0.020000, 0.092778, 0.066921
0.020000, 0.090793, 0.065384
0.020000, 0.088852, 0.063879
0.020000, 0.086954, 0.062406
0.020000, 0.085098, 0.060965
0.020000, 0.083283, 0.059555
0.020000, 0.081509, 0.058175
0.020000, 0.079776, 0.056825
0.020000, 0.078081, 0.055504
0.020000, 0.076426, 0.054213
0.020000, 0.074808, 0.052950
0.020000, 0.073228, 0.051716
0.020000, 0.071684, 0.050509
0.020000, 0.070176, 0.049329
0.020000, 0.068703, 0.048177
0.020000, 0.067265, 0.047050
0.020000, 0.065861, 0.045949
0.020000, 0.064490, 0.044873
0.020000, 0.063151, 0.043823
0.020000, 0.061844, 0.042796
0.020000, 0.060569, 0.041794
0.020000, 0.059324, 0.040814
0.020000, 0.058109, 0.039858
0.020000, 0.056923, 0.038924
0.020000, 0.055765, 0.038012
0.020000, 0.054635, 0.037122
0.020000, 0.053533, 0.036253
0.020000, 0.052457, 0.035404
0.020000, 0.051408, 0.034575
0.020000, 0.050384, 0.033766
0.020000, 0.049384, 0.032977
0.020000, 0.048409, 0.032206
0.020000, 0.047457, 0.031453
0.020000, 0.046529, 0.030718
0.020000, 0.045623, 0.030001
0.020000, 0.044738, 0.029300
0.020000, 0.043875, 0.028617
0.020000, 0.043033, 0.027949
0.020000, 0.042211, 0.027298
0.020000, 0.041409, 0.026661
0.020000, 0.040626, 0.026040
0.020000, 0.039862, 0.025433
0.020000, 0.039116, 0.024841
0.020000, 0.038388, 0.024262
0.020000, 0.037677, 0.023698
0.020000, 0.036983, 0.023146
0.020000, 0.036305, 0.022607
0.020000, 0.035643, 0.022080
0.020000, 0.034996, 0.021566
