0.050000001 0.0099999998
0.049998749 0.0099990005
0.049997501 0.0099980002
0.049996249 0.009997
0.049995001 0.0099960007
0.04999375 0.0099950014
0.049992502 0.0099940021
0.04999125 0.0099930027
0.049990002 0.0099920034
0.04998875 0.0099910041
0.049987502 0.0099900048
0.049986251 0.0099890064
0.049985003 0.0099880071
0.049983751 0.0099870088
0.049982503 0.0099860094
0.049981255 0.0099850111
0.049980003 0.0099840127
0.049978755 0.0099830143
0.049977504 0.0099820159
0.049976256 0.0099810185
0.049975008 0.0099800201
0.049973756 0.0099790217
0.049972508 0.0099780243
0.049971256 0.0099770268
0.049970008 0.0099760285
0.04996876 0.009975031
0.049967509 0.0099740336
0.049966261 0.0099730361
0.049965013 0.0099720396
0.049963765 0.0099710422
0.049962513 0.0099700447
0.049961265 0.0099690482
0.049960017 0.0099680508
0.049958766 0.0099670542
0.049957518 0.0099660577
0.04995627 0.0099650612
0.049955022 0.0099640647
0.04995377 0.0099630682
0.049952522 0.0099620717
0.049951274 0.0099610761
0.049950026 0.0099600796
0.049948778 0.009959084
0.049947526 0.0099580884
0.049946278 0.0099570919
0.04994503 0.0099560963
0.049943782 0.0099551007
0.049942534 0.0099541061
0.049941283 0.0099531105
0.049940035 0.0099521149
0.049938787 0.0099511202
0.049937539 0.0099501247
0.049936291 0.00994913
0.049935043 0.0099481354
0.049933795 0.0099471398
0.049932547 0.0099461451
0.049931299 0.0099451514
0.049930047 0.0099441567
0.049928799 0.0099431621
0.049927551 0.0099421674
0.049926303 0.0099411737
0.049925055 0.00994018
0.049923807 0.0099391853
0.049922559 0.0099381916
0.049921311 0.0099371979
0.049920063 0.0099362042
0.049918815 0.0099352105
0.049917568 0.0099342177
0.04991632 0.0099332239
0.049915072 0.0099322302
0.049913824 0.0099312374
0.049912576 0.0099302446
0.049911328 0.0099292519
0.04991008 0.0099282581
0.049908832 0.0099272653
0.049907584 0.0099262735
0.049906339 0.0099252807
0.049905092 0.0099242879
0.049903844 0.009923296
0.049902596 0.0099223033
0.049901348 0.0099213114
0.0499001 0.0099203195
0.049898852 0.0099193268
0.049897604 0.0099183349
0.049896356 0.009917343
0.049895111 0.0099163521
0.049893863 0.0099153602
0.049892616 0.0099143684
0.049891368 0.0099133775
0.04989012 0.0099123856
0.049888875 0.0099113947
0.049887627 0.0099104038
0.049886379 0.0099094128
0.049885131 0.0099084219
0.049883883 0.009907431
0.049882639 0.00990644
0.049881391 0.00990545
0.049880143 0.0099044591
0.049878895 0.0099034691
