0.06 -0.0145951 -0.0145951 2 6 1
0.099292 0.0362394 0.0362394 2 6 1
0.12561 0.070003 0.070003 2 6 1
0.149304 0.100182 0.100182 2 6 1
0.170456 0.126929 0.126929 2 6 1
0.189161 0.150409 0.150409 2 6 1
0.205517 0.17079 0.17079 2 6 1
0.219631 0.18825 0.18825 2 6 1
0.231616 0.202967 0.202967 2 6 1
0.24159 0.215124 0.215124 2 6 1
0.249672 0.2249 0.2249 2 6 1
0.255981 0.232477 0.232477 2 6 1
0.260642 0.238032 0.238032 2 6 1
0.263774 0.241737 0.241737 2 6 1
0.265498 0.243762 0.243762 2 6 1
0.265932 0.244269 0.244269 2 6 1
0.265192 0.243414 0.243414 2 6 1
0.263389 0.241346 0.241346 2 6 1
0.260632 0.238208 0.238208 2 6 1
0.257024 0.234134 0.234134 2 6 1
0.252666 0.229249 0.229249 2 6 1
0.247651 0.223672 0.223672 2 6 1
0.242069 0.217513 0.217513 2 6 1
0.236006 0.210876 0.210876 2 6 1
0.229542 0.203853 0.203853 2 6 1
0.222749 0.196533 0.196533 2 6 1
0.215699 0.188996 0.188996 2 6 1
0.208455 0.181312 0.181312 2 6 1
0.201076 0.173548 0.173548 2 6 1
0.193698 0.165785 0.165785 2 6 1
0.18616 0.157979 0.157979 2 6 1
0.178641 0.150257 0.150257 2 6 1
0.171183 0.14266 0.14266 2 6 1
0.163821 0.135223 0.135223 2 6 1
0.156712 0.128162 0.128162 2 6 1
0.149664 0.121157 0.121157 2 6 1
0.142793 0.114385 0.114385 2 6 1
0.13612 0.107862 0.107862 2 6 1
0.129663 0.101604 0.101604 2 6 1
0.123437 0.0956196 0.0956196 2 6 1
0.117453 0.0899162 0.0899162 2 6 1
0.111719 0.0844981 0.0844981 2 6 1
0.106242 0.0793666 0.0793666 2 6 1
0.101026 0.074521 0.074521 2 6 1
0.0960713 0.069958 0.069958 2 6 1
0.0913776 0.0656727 0.0656727 2 6 1
0.0869424 0.0616584 0.0616584 2 6 1
0.082761 0.0579071 0.0579071 2 6 1
0.0788277 0.0544092 0.0544092 2 6 1
0.075135 0.0511542 0.0511542 2 6 1
0.0716741 0.0481306 0.0481306 2 6 1
0.0684354 0.0453264 0.0453264 2 6 1
0.0654081 0.0427287 0.0427287 2 6 1
0.0625807 0.0403244 0.0403244 2 6 1
0.0599411 0.0381001 0.0381001 2 6 1
0.0574765 0.0360422 0.0360422 2 6 1
0.0551741 0.0341373 0.0341373 2 6 1
0.0530205 0.0323721 0.0323721 2 6 1
0.0510026 0.0307333 0.0307333 2 6 1
0.0491072 0.0292083 0.0292083 2 6 1
0.0473211 0.0277849 0.0277849 2 6 1
0.045535 0.0263614 0.0263614 2 6 1
0.0439424 0.0251175 0.0251175 2 6 1
0.0424219 0.0239411 0.0239411 2 6 1
0.0409622 0.0228227 0.0228227 2 6 1
0.0395529 0.0217531 0.0217531 2 6 1
0.0381842 0.0207242 0.0207242 2 6 1
0.0368471 0.0197289 0.0197289 2 6 1
0.0355334 0.0187605 0.0187605 2 6 1
0.0342361 0.0178136 0.0178136 2 6 1
0.0329488 0.0168832 0.0168832 2 6 1
0.031666 0.0159653 0.0159653 2 6 1
0.0303834 0.0150568 0.0150568 2 6 1
0.0290972 0.0141549 0.0141549 2 6 1
0.0278047 0.0132579 0.0132579 2 6 1
0.0265039 0.0123644 0.0123644 2 6 1
0.0251934 0.0114736 0.0114736 2 6 1
0.0238728 0.0105852 0.0105852 2 6 1
0.0225421 0.0096995 0.0096995 2 6 1
0.0212019 0.0088169 0.0088169 2 6 1
0.0198531 0.00793823 0.00793823 2 6 1
0.0184974 0.00706455 0.00706455 2 6 1
0.0171366 0.00619708 0.00619708 2 6 1
0.0157726 0.0053372 0.0053372 2 6 1
0.014408 0.00448637 0.00448637 2 6 1
0.0130451 0.00364608 0.00364608 2 6 1
0.0116864 0.00281784 0.00281784 2 6 1
0.0103346 0.00200312 0.00200312 2 6 1
0.00899233 0.00120334 0.00120334 2 6 1
0.00766203 0.000419847 0.000419847 2 6 1
0.0063462 -0.000346126 -0.000346126 2 6 1
0.00504721 -0.00109345 -0.00109345 2 6 1
0.00376726 -0.00182112 -0.00182112 2 6 1
0.00250842 -0.00252827 -0.00252827 2 6 1
0.00127259 -0.00321416 -0.00321416 2 6 1
6.14911e-05 -0.00387818 -0.00387818 2 6 1
-0.00112336 -0.00451987 -0.00451987 2 6 1
-0.0022806 -0.00513888 -0.00513888 2 6 1
-0.00340909 -0.005735 -0.005735 2 6 1
-0.00450786 -0.00630813 -0.00630813 2 6 1
-0.00557611 -0.00685828 -0.00685828 2 6 1
-0.00661322 -0.00738556 -0.00738556 2 6 1
-0.00761875 -0.00789018 -0.00789018 2 6 1
-0.00859239 -0.00837243 -0.00837243 2 6 1
-0.00953399 -0.00883267 -0.00883267 2 6 1
-0.0104435 -0.00927132 -0.00927132 2 6 1
-0.0113211 -0.00968888 -0.00968888 2 6 1
-0.012167 -0.0100859 -0.0100859 2 6 1
-0.0129814 -0.0104629 -0.0104629 2 6 1
-0.0137648 -0.0108205 -0.0108205 2 6 1
-0.0145177 -0.0111594 -0.0111594 2 6 1
-0.0152406 -0.0114802 -0.0114802 2 6 1
-0.0159342 -0.0117835 -0.0117835 2 6 1
-0.0165991 -0.0120701 -0.0120701 2 6 1
-0.0172359 -0.0123407 -0.0123407 2 6 1
-0.0178456 -0.0125958 -0.0125958 2 6 1
-0.0184288 -0.0128362 -0.0128362 2 6 1
-0.0189863 -0.0130625 -0.0130625 2 6 1
-0.019519 -0.0132754 -0.0132754 2 6 1
-0.0200276 -0.0134756 -0.0134756 2 6 1
-0.020513 -0.0136636 -0.0136636 2 6 1
-0.020976 -0.01384 -0.01384 2 6 1
-0.0214174 -0.0140056 -0.0140056 2 6 1
-0.0218381 -0.0141608 -0.0141608 2 6 1
-0.0222387 -0.0143061 -0.0143061 2 6 1
-0.0226203 -0.0144422 -0.0144422 2 6 1
-0.0229834 -0.0145695 -0.0145695 2 6 1
-0.0233289 -0.0146886 -0.0146886 2 6 1
-0.0236575 -0.0147998 -0.0147998 2 6 1
-0.0239699 -0.0149037 -0.0149037 2 6 1
-0.0242668 -0.0150007 -0.0150007 2 6 1
-0.024549 -0.0150912 -0.0150912 2 6 1
-0.024817 -0.0151755 -0.0151755 2 6 1
-0.0250716 -0.0152541 -0.0152541 2 6 1
-0.0253133 -0.0153273 -0.0153273 2 6 1
-0.0255428 -0.0153954 -0.0153954 2 6 1
-0.0257605 -0.0154588 -0.0154588 2 6 1
-0.0259671 -0.0155177 -0.0155177 2 6 1
-0.0261631 -0.0155724 -0.0155724 2 6 1
-0.026349 -0.0156233 -0.0156233 2 6 1
-0.0265253 -0.0156704 -0.0156704 2 6 1
-0.0266924 -0.0157142 -0.0157142 2 6 1
-0.0268509 -0.0157548 -0.0157548 2 6 1
-0.0270011 -0.0157924 -0.0157924 2 6 1
-0.0271434 -0.0158272 -0.0158272 2 6 1
-0.0272783 -0.0158595 -0.0158595 2 6 1
-0.0274061 -0.0158893 -0.0158893 2 6 1
-0.0275271 -0.0159168 -0.0159168 2 6 1
-0.0276418 -0.0159423 -0.0159423 2 6 1
-0.0277504 -0.0159657 -0.0159657 2 6 1
-0.0278533 -0.0159874 -0.0159874 2 6 1
-0.0279507 -0.0160074 -0.0160074 2 6 1
-0.028043 -0.0160258 -0.0160258 2 6 1
-0.0281303 -0.0160427 -0.0160427 2 6 1
-0.028213 -0.0160583 -0.0160583 2 6 1
-0.0282912 -0.0160726 -0.0160726 2 6 1
-0.0283653 -0.0160857 -0.0160857 2 6 1
-0.0284354 -0.0160977 -0.0160977 2 6 1
-0.0285018 -0.0161087 -0.0161087 2 6 1
-0.0285646 -0.0161188 -0.0161188 2 6 1
-0.028624 -0.0161281 -0.0161281 2 6 1
-0.0286802 -0.0161365 -0.0161365 2 6 1
-0.0287335 -0.0161442 -0.0161442 2 6 1
-0.0287838 -0.0161512 -0.0161512 2 6 1
-0.0288314 -0.0161575 -0.0161575 2 6 1
-0.0288765 -0.0161633 -0.0161633 2 6 1
-0.0289191 -0.0161685 -0.0161685 2 6 1
-0.0289595 -0.0161733 -0.0161733 2 6 1
-0.0289976 -0.0161775 -0.0161775 2 6 1
-0.0290337 -0.0161814 -0.0161814 2 6 1
-0.0290678 -0.0161849 -0.0161849 2 6 1
-0.0291001 -0.016188 -0.016188 2 6 1
-0.0291306 -0.0161907 -0.0161907 2 6 1
-0.0291595 -0.0161932 -0.0161932 2 6 1
-0.0291868 -0.0161954 -0.0161954 2 6 1
-0.0292127 -0.0161974 -0.0161974 2 6 1
-0.0292371 -0.0161991 -0.0161991 2 6 1
-0.0292602 -0.0162006 -0.0162006 2 6 1
-0.029282 -0.0162019 -0.0162019 2 6 1
-0.0293027 -0.016203 -0.016203 2 6 1
-0.0293222 -0.016204 -0.016204 2 6 1
-0.0293407 -0.0162048 -0.0162048 2 6 1
-0.0293581 -0.0162055 -0.0162055 2 6 1
-0.0293747 -0.016206 -0.016206 2 6 1
-0.0293903 -0.0162065 -0.0162065 2 6 1
-0.029405 -0.0162068 -0.0162068 2 6 1
-0.029419 -0.0162071 -0.0162071 2 6 1
-0.0294322 -0.0162073 -0.0162073 2 6 1
-0.0294446 -0.0162074 -0.0162074 2 6 1
-0.0294564 -0.0162074 -0.0162074 2 6 1
-0.0294676 -0.0162074 -0.0162074 2 6 1
-0.0294781 -0.0162073 -0.0162073 2 6 1
-0.0294881 -0.0162072 -0.0162072 2 6 1
-0.0294975 -0.0162071 -0.0162071 2 6 1
-0.0295064 -0.0162069 -0.0162069 2 6 1
