0.01 0.05
0.0717268 0.119061
0.119248 0.171345
0.167726 0.224004
0.217067 0.276994
0.267166 0.330266
0.317916 0.383765
0.369195 0.437429
0.420876 0.491191
0.472821 0.544977
0.524767 0.598764
0.576954 0.652439
0.628772 0.705657
0.680267 0.758686
0.731238 0.811283
0.781507 0.863339
0.830893 0.914739
0.879213 0.965366
0.926277 1.01509
0.971894 1.0638
1.01587 1.11134
1.05802 1.15759
1.09814 1.20242
1.13606 1.24567
1.17158 1.28722
1.20454 1.32693
1.23476 1.36466
1.26207 1.40027
1.28636 1.43365
1.30746 1.46467
1.32527 1.49322
1.3397 1.5192
1.35065 1.54252
1.35809 1.56311
1.36195 1.58089
1.36224 1.59582
1.35897 1.60786
1.35216 1.61701
1.34187 1.62327
1.32818 1.62664
1.31119 1.62717
1.29101 1.62491
1.26777 1.61992
1.24163 1.61227
1.21274 1.60206
1.18128 1.58939
1.14743 1.57437
1.11137 1.55712
1.0733 1.53777
1.03342 1.51646
