0.06 0.794025
0.130803 0.860214
0.184209 0.91069
0.237808 0.961749
0.291407 1.01281
0.345261 1.06479
0.399105 1.11696
0.452851 1.16918
0.506222 1.22116
0.559409 1.27284
0.612211 1.32406
0.66452 1.37466
0.716226 1.42446
0.767211 1.47328
0.817353 1.52092
0.866526 1.56721
0.914601 1.61193
0.961444 1.65492
1.00692 1.69596
1.05089 1.73488
1.09321 1.77149
1.13375 1.8056
1.17237 1.83706
1.20894 1.86568
1.24332 1.89132
1.2754 1.91385
1.30506 1.93314
1.33219 1.94907
1.35671 1.96158
1.37851 1.97057
1.39754 1.97602
1.41374 1.97791
1.42707 1.9762
1.4375 1.97096
1.44504 1.96221
1.44969 1.95001
1.45147 1.93447
1.45044 1.91569
1.44665 1.89379
1.44017 1.86892
1.43108 1.84122
1.41949 1.81088
1.4055 1.77806
1.38922 1.74296
1.37079 1.70576
1.35033 1.66666
1.32797 1.62585
1.30386 1.58353
1.27814 1.5399
1.25094 1.49515
1.22241 1.44946
1.1927 1.40303
1.16195 1.35604
1.13029 1.30865
1.09786 1.26103
1.06479 1.21335
1.03123 1.16575
0.997285 1.11838
0.963088 1.07138
0.928893 1.02438
0.894419 0.978357
0.860039 0.933075
0.826037 0.889451
0.792236 0.846024
0.758812 0.803602
0.725849 0.762262
0.693429 0.722072
0.661626 0.683093
0.630509 0.645376
0.60014 0.608967
0.570578 0.573903
0.541873 0.540215
0.514074 0.507926
0.487219 0.477053
0.461347 0.447608
0.436486 0.419594
0.412663 0.393011
0.389897 0.367854
0.368205 0.344109
0.347597 0.321761
0.328076 0.300787
0.309643 0.281159
0.292289 0.262844
0.276001 0.245803
0.26076 0.229992
0.24654 0.215361
0.233307 0.201855
0.221024 0.189415
0.209645 0.177979
0.199124 0.167482
0.189409 0.157858
0.180449 0.149041
0.17219 0.140968
0.164579 0.133576
0.157566 0.126805
0.151102 0.120601
0.14514 0.114911
0.139637 0.109688
0.134555 0.104889
0.129855 0.100474
0.125506 0.0964067
0.121474 0.092655
0.117735 0.0891901
0.114261 0.0859853
0.11103 0.0830174
0.108023 0.080265
0.105219 0.077709
0.102602 0.0753324
0.100157 0.0731195
0.0978693 0.0710568
0.0957275 0.0691315
0.0937194 0.0673321
0.0918349 0.0656488
0.0900646 0.0640721
0.0882943 0.0624954
0.0867346 0.0611148
0.0852652 0.0598175
0.083879 0.0585967
0.0825702 0.057447
0.0813338 0.0563634
0.080164 0.0553405
0.0790569 0.0543746
0.0780081 0.0534615
0.0770135 0.0525974
0.0760701 0.0517794
0.075174 0.0510039
0.0743225 0.0502683
0.0735128 0.0495701
0.0727421 0.0489067
0.0720082 0.048276
0.0713088 0.0476759
0.0706418 0.0471046
0.0700053 0.0465602
0.0693976 0.0460412
0.0688169 0.0455459
0.0682618 0.0450732
0.0677308 0.0446215
0.0672226 0.0441897
0.0667358 0.0437768
0.0662694 0.0433815
0.0658222 0.043003
0.0653933 0.0426404
0.0649817 0.0422927
0.0645863 0.0419592
0.0642066 0.0416392
0.0638416 0.0413319
0.0634907 0.0410367
0.063153 0.0407529
0.062828 0.0404801
0.0625151 0.0402176
0.0622136 0.0399649
0.0619231 0.0397216
0.061643 0.0394872
0.0613728 0.0392613
0.0611121 0.0390435
0.0608605 0.0388334
0.0606175 0.0386307
0.0603827 0.038435
0.0601559 0.038246
0.0599365 0.0380634
0.0597245 0.0378869
0.0595193 0.0377163
0.0593207 0.0375513
0.0591285 0.0373916
0.0589423 0.0372371
0.058762 0.0370875
0.0585873 0.0369427
0.0584179 0.0368023
0.0582537 0.0366663
0.0580945 0.0365344
0.05794 0.0364066
0.05779 0.0362826
0.0576445 0.0361623
0.0575031 0.0360455
0.0573659 0.0359321
0.0572325 0.035822
0.0571029 0.0357151
0.056977 0.0356111
0.0568545 0.0355102
0.0567354 0.035412
0.0566195 0.0353165
0.0565068 0.0352237
0.0563971 0.0351333
0.0562903 0.0350455
0.0561863 0.0349599
0.0560851 0.0348766
0.0559864 0.0347955
0.0558904 0.0347165
0.0557967 0.0346396
0.0557054 0.0345646
0.0556164 0.0344915
0.0555296 0.0344202
0.055445 0.0343508
0.0553624 0.034283
0.0552818 0.0342169
0.0552032 0.0341524
0.0551265 0.0340895
0.0550516 0.0340281
0.0549784 0.0339682
0.054907 0.0339096
0.0548372 0.0338525
0.054769 0.0337966
0.0547024 0.0337421
0.0546372 0.0336888
0.0545736 0.0336367
0.0545114 0.0335858
0.0544505 0.033536
0.054391 0.0334874
0.0543328 0.0334398
0.0542759 0.0333933
0.0542202 0.0333477
0.0541657 0.0333032
0.0541124 0.0332596
0.0540601 0.0332169
0.054009 0.0331752
0.0539589 0.0331343
0.0539099 0.0330943
0.0538619 0.0330551
0.0538149 0.0330167
0.0537688 0.0329791
0.0537237 0.0329423
0.0536794 0.0329062
0.0536361 0.0328708
0.0535936 0.0328362
0.0535519 0.0328022
0.053511 0.0327689
0.053471 0.0327362
0.0534317 0.0327042
0.0533932 0.0326728
0.0533554 0.032642
0.0533183 0.0326118
0.0532819 0.0325821
0.0532462 0.0325531
0.0532111 0.0325245
0.0531767 0.0324965
0.053143 0.032469
0.0531098 0.032442
0.0530773 0.0324155
0.0530453 0.0323895
0.0530139 0.032364
0.0529831 0.0323389
0.0529528 0.0323143
0.0529231 0.0322901
0.0528939 0.0322663
0.0528651 0.0322429
0.0528369 0.03222
0.0528092 0.0321974
0.0527819 0.0321753
0.0527551 0.0321535
0.0527288 0.0321321
0.0527029 0.032111
0.0526774 0.0320903
0.0526524 0.03207
0.0526278 0.03205
0.0526036 0.0320303
0.0525798 0.0320109
0.0525563 0.0319919
0.0525333 0.0319732
0.0525106 0.0319547
0.0524883 0.0319366
0.0524663 0.0319188
0.0524447 0.0319012
0.0524234 0.031884
0.0524025 0.031867
0.0523819 0.0318502
0.0523616 0.0318338
0.0523416 0.0318175
0.052322 0.0318016
0.0523026 0.0317859
0.0522835 0.0317704
0.0522648 0.0317551
0.0522463 0.0317401
0.0522281 0.0317253
0.0522101 0.0317108
0.0521924 0.0316964
0.052175 0.0316823
0.0521579 0.0316684
0.052141 0.0316547
0.0521243 0.0316412
0.0521079 0.0316278
0.0520917 0.0316147
0.0520757 0.0316018
0.05206 0.031589
0.0520445 0.0315765
0.0520292 0.0315641
0.0520142 0.0315519
0.0519993 0.0315398
0.0519847 0.0315279
0.0519703 0.0315162
0.051956 0.0315047
0.051942 0.0314933
0.0519281 0.0314821
0.0519145 0.031471
0.051901 0.0314601
0.0518877 0.0314493
0.0518746 0.0314387
0.0518617 0.0314282
0.0518489 0.0314179
0.0518363 0.0314077
0.0518239 0.0313976
0.0518116 0.0313877
0.0517995 0.0313779
0.0517876 0.0313682
0.0517758 0.0313586
0.0517642 0.0313492
0.0517527 0.0313399
0.0517413 0.0313307
0.0517301 0.0313217
0.0517191 0.0313127
0.0517082 0.0313039
0.0516974 0.0312952
0.0516868 0.0312865
0.0516763 0.031278
0.0516659 0.0312696
0.0516557 0.0312613
0.0516456 0.0312532
0.0516356 0.0312451
0.0516257 0.0312371
0.051616 0.0312292
0.0516063 0.0312214
0.0515968 0.0312137
0.0515874 0.0312061
0.0515781 0.0311986
0.051569 0.0311911
0.0515599 0.0311838
0.051551 0.0311766
0.0515421 0.0311694
0.0515334 0.0311623
0.0515247 0.0311553
0.0515162 0.0311484
0.0515078 0.0311416
0.0514994 0.0311348
0.0514912 0.0311282
0.051483 0.0311216
0.051475 0.0311151
0.051467 0.0311086
0.0514591 0.0311022
0.0514513 0.031096
0.0514437 0.0310897
0.051436 0.0310836
0.0514285 0.0310775
0.0514211 0.0310715
0.0514137 0.0310655
0.0514065 0.0310596
0.0513993 0.0310538
0.0513922 0.0310481
0.0513851 0.0310424
0.0513782 0.0310367
0.0513713 0.0310312
0.0513645 0.0310257
0.0513577 0.0310202
0.0513511 0.0310148
0.0513445 0.0310095
0.051338 0.0310042
0.0513315 0.030999
0.0513251 0.0309939
0.0513188 0.0309887
0.0513126 0.0309837
0.0513064 0.0309787
0.0513003 0.0309738
0.0512942 0.0309689
0.0512882 0.030964
0.0512823 0.0309592
0.0512765 0.0309545
0.0512707 0.0309498
0.0512649 0.0309451
0.0512592 0.0309405
0.0512536 0.030936
0.051248 0.0309315
0.0512425 0.030927
0.0512371 0.0309226
0.0512317 0.0309183
0.0512263 0.0309139
0.051221 0.0309096
0.0512158 0.0309054
0.0512106 0.0309012
0.0512054 0.0308971
0.0512003 0.0308929
0.0511953 0.0308889
0.0511903 0.0308848
0.0511854 0.0308808
0.0511805 0.0308769
0.0511756 0.030873
0.0511709 0.0308691
0.0511661 0.0308653
0.0511614 0.0308615
0.0511567 0.0308577
0.0511521 0.030854
0.0511476 0.0308503
0.051143 0.0308466
0.0511385 0.030843
0.0511341 0.0308394
0.0511297 0.0308358
0.0511253 0.0308323
0.051121 0.0308288
0.0511167 0.0308254
0.0511125 0.0308219
0.0511083 0.0308186
0.0511041 0.0308152
0.0511 0.0308119
0.0510959 0.0308086
0.0510919 0.0308053
0.0510879 0.030802
0.0510839 0.0307988
0.05108 0.0307957
0.0510761 0.0307925
0.0510722 0.0307894
0.0510684 0.0307863
0.0510646 0.0307832
0.0510608 0.0307802
0.0510571 0.0307772
0.0510534 0.0307742
0.0510497 0.0307712
0.0510461 0.0307683
0.0510425 0.0307654
0.0510389 0.0307625
0.0510354 0.0307596
0.0510319 0.0307568
0.0510284 0.030754
0.051025 0.0307512
0.0510216 0.0307485
0.0510182 0.0307457
0.0510148 0.030743
0.0510115 0.0307403
0.0510082 0.0307377
0.0510049 0.030735
0.0510017 0.0307324
0.0509985 0.0307298
0.0509953 0.0307272
0.0509921 0.0307247
0.050989 0.0307221
0.0509859 0.0307196
0.0509828 0.0307171
0.0509797 0.0307147
0.0509767 0.0307122
0.0509737 0.0307098
0.0509707 0.0307074
0.0509678 0.030705
0.0509648 0.0307026
0.0509619 0.0307003
0.050959 0.0306979
0.0509562 0.0306956
0.0509533 0.0306933
0.0509505 0.0306911
0.0509477 0.0306888
0.050945 0.0306866
0.0509422 0.0306844
0.0509395 0.0306822
0.0509368 0.03068
0.0509341 0.0306778
0.0509314 0.0306757
0.0509288 0.0306735
0.0509262 0.0306714
0.0509236 0.0306693
0.050921 0.0306672
0.0509185 0.0306652
0.0509159 0.0306631
